order_id,order_date,region,product_category,product_name,quantity,unit_price,total_amount,customer_segment,channel
ORD-10290,2025-07-20,North,Electronics,Noise Cancelling Headphones,4,128.97,505.95,Consumer,Offline
ORD-10291,2025-06-12,North,Home Office,Ergonomic Chair,2,340.73,655.5,Small Business,Offline
ORD-10292,2025-06-12,North,Fitness,Adjustable Dumbbells,1,228.05,225.41,Consumer,Online
ORD-10293,2025-02-03,East,Electronics,USB-C Hub,1,55.97,53.74,Consumer,Online
ORD-10294,2025-07-28,North,Home Office,Ergonomic Chair,2,277.3,534.64,Consumer,Offline
ORD-10295,2025-06-18,East,Electronics,Noise Cancelling Headphones,2,150.83,309.85,Consumer,Online
ORD-10296,2025-04-29,South,Kitchen,Coffee Maker,4,113.17,446.69,Corporate,Online
ORD-10297,2025-08-29,West,Electronics,Wireless Mouse,6,25.96,149.71,Consumer,Offline
ORD-10298,2025-12-20,North,Fitness,Resistance Bands,5,21.31,106.01,Corporate,Offline
ORD-10299,2025-09-28,South,Fitness,Yoga Mat,6,26.7,162.93,Small Business,Offline
ORD-10300,2025-01-18,South,Kitchen,Blender,2,62.15,122.65,Small Business,Online
ORD-10301,2025-07-04,North,Beauty,Makeup Kit,3,50.52,152.66,Small Business,Online
ORD-10302,2025-07-06,North,Kitchen,Coffee Maker,5,91.65,464.42,Corporate,Online
ORD-10303,2025-11-02,South,Beauty,Hair Dryer,1,46.62,46.24,Consumer,Offline
ORD-10304,2025-08-27,North,Beauty,Skin Care Set,3,61.87,185.74,Small Business,Online
ORD-10305,2025-05-12,East,Electronics,Noise Cancelling Headphones,4,171.49,684.43,Small Business,Offline
ORD-10306,2025-02-27,East,Electronics,Noise Cancelling Headphones,3,169.16,509.0,Corporate,Online
ORD-10307,2025-04-13,North,Fitness,Yoga Mat,4,38.23,155.94,Consumer,Online
ORD-10308,2025-12-05,South,Kitchen,Coffee Maker,2,92.1,189.7,Small Business,Offline
ORD-10309,2025-04-03,West,Beauty,Skin Care Set,1,76.5,77.42,Small Business,Offline
ORD-10310,2025-10-09,South,Fitness,Yoga Mat,3,24.78,71.74,Corporate,Offline
ORD-10311,2025-04-13,South,Fitness,Yoga Mat,4,38.9,155.66,Consumer,Online
ORD-10312,2025-02-13,East,Outdoor,Trail Backpack,3,103.59,317.14,Consumer,Online
ORD-10313,2025-02-06,North,Electronics,Noise Cancelling Headphones,3,162.92,506.17,Corporate,Online
ORD-10314,2025-09-06,West,Kitchen,Coffee Maker,1,91.26,88.63,Small Business,Online
ORD-10315,2025-11-04,North,Beauty,Hair Dryer,5,49.3,242.61,Consumer,Offline
ORD-10316,2025-05-07,North,Beauty,Makeup Kit,3,51.52,150.67,Consumer,Offline
ORD-10317,2025-06-04,North,Home Office,Standing Desk,4,503.43,1956.22,Small Business,Offline
ORD-10318,2025-08-07,West,Fitness,Yoga Mat,3,32.97,101.25,Small Business,Offline
ORD-10319,2025-07-02,East,Outdoor,Trail Backpack,6,78.35,477.65,Consumer,Online
ORD-10320,2025-09-07,South,Beauty,Makeup Kit,6,38.26,229.38,Corporate,Online
ORD-10321,2025-08-06,North,Electronics,Noise Cancelling Headphones,2,135.51,270.81,Consumer,Online
ORD-10322,2025-10-30,South,Outdoor,Water Bottle,2,18.09,35.64,Small Business,Offline
ORD-10323,2025-06-11,East,Electronics,Wireless Mouse,1,33.42,34.64,Consumer,Online
ORD-10324,2025-08-11,North,Fitness,Resistance Bands,5,18.29,94.55,Consumer,Offline
ORD-10325,2025-03-31,North,Kitchen,Coffee Maker,2,118.83,241.51,Small Business,Online
ORD-10326,2025-03-25,North,Outdoor,Trail Backpack,6,111.88,660.53,Consumer,Online
ORD-10327,2025-11-29,East,Electronics,USB-C Hub,4,45.86,187.63,Corporate,Offline
ORD-10328,2025-05-23,South,Kitchen,Blender,3,71.97,209.12,Consumer,Online
ORD-10329,2025-12-10,West,Home Office,Standing Desk,8,426.11,3503.43,Corporate,Offline
ORD-10330,2025-12-18,West,Home Office,Standing Desk,9,408.91,3597.64,Corporate,Online
ORD-10331,2025-11-10,North,Electronics,USB-C Hub,7,43.72,314.99,Corporate,Online
ORD-10332,2025-11-13,West,Kitchen,Blender,1,70.45,70.19,Consumer,Online
ORD-10333,2025-05-20,East,Electronics,Wireless Mouse,1,27.69,28.32,Consumer,Online
ORD-10334,2025-08-06,South,Electronics,USB-C Hub,3,45.08,135.14,Small Business,Offline
ORD-10335,2025-05-25,North,Fitness,Yoga Mat,3,35.91,104.12,Corporate,Offline
ORD-10336,2025-06-15,East,Fitness,Resistance Bands,2,23.11,44.91,Consumer,Online
ORD-10337,2025-03-23,North,Outdoor,Trail Backpack,2,104.86,204.35,Consumer,Online
ORD-10338,2025-12-11,East,Outdoor,Camping Tent,2,172.25,348.3,Consumer,Online
ORD-10339,2025-03-20,South,Electronics,Wireless Mouse,10,34.19,355.13,Corporate,Offline
ORD-10340,2025-01-20,South,Beauty,Makeup Kit,5,49.3,243.53,Consumer,Online
ORD-10341,2025-03-18,South,Beauty,Hair Dryer,5,67.84,344.84,Consumer,Offline
ORD-10342,2025-11-02,West,Kitchen,Coffee Maker,3,89.45,277.07,Consumer,Offline
ORD-10343,2025-03-29,West,Electronics,Wireless Mouse,5,32.16,162.03,Consumer,Online
ORD-10344,2025-05-08,East,Home Office,Standing Desk,1,478.42,477.26,Consumer,Online
ORD-10345,2025-04-26,South,Electronics,USB-C Hub,5,67.12,323.24,Corporate,Offline
ORD-10346,2025-04-06,East,Beauty,Makeup Kit,4,59.69,242.94,Corporate,Online
ORD-10347,2025-03-13,East,Electronics,USB-C Hub,2,58.38,118.69,Consumer,Offline
ORD-10348,2025-01-11,West,Electronics,USB-C Hub,3,56.03,165.59,Consumer,Online
ORD-10349,2025-02-17,East,Home Office,Ergonomic Chair,5,319.81,1651.67,Consumer,Online
ORD-10350,2025-09-30,West,Electronics,Wireless Mouse,6,21.47,124.29,Consumer,Online
ORD-10351,2025-07-22,South,Home Office,Desk Lamp,5,40.15,203.48,Consumer,Online
ORD-10352,2025-02-06,North,Beauty,Hair Dryer,4,63.1,249.16,Consumer,Online
ORD-10353,2025-12-20,East,Kitchen,Air Fryer,4,94.94,365.64,Consumer,Online
ORD-10354,2025-09-13,North,Kitchen,Air Fryer,6,101.99,615.54,Consumer,Online
ORD-10355,2025-08-31,East,Beauty,Hair Dryer,5,55.13,265.34,Consumer,Online
ORD-10356,2025-12-21,West,Fitness,Resistance Bands,3,19.74,58.89,Small Business,Online
ORD-10357,2025-01-30,West,Home Office,Desk Lamp,5,37.14,186.43,Corporate,Offline
ORD-10358,2025-11-10,East,Fitness,Resistance Bands,5,19.48,98.77,Consumer,Offline
ORD-10359,2025-07-30,North,Beauty,Skin Care Set,5,60.67,311.68,Consumer,Offline
ORD-10360,2025-10-04,East,Electronics,USB-C Hub,2,42.36,82.09,Consumer,Offline
ORD-10361,2025-07-20,South,Fitness,Resistance Bands,6,22.65,137.33,Consumer,Offline
ORD-10362,2025-02-23,West,Electronics,USB-C Hub,2,58.28,112.44,Corporate,Online
ORD-10363,2025-10-07,North,Kitchen,Air Fryer,8,90.21,711.87,Corporate,Offline
ORD-10364,2025-10-01,East,Kitchen,Blender,5,52.21,258.44,Consumer,Online
ORD-10365,2025-08-08,East,Fitness,Resistance Bands,2,22.9,44.25,Consumer,Offline
ORD-10366,2025-03-17,South,Fitness,Adjustable Dumbbells,6,234.05,1367.26,Small Business,Online
ORD-10367,2025-12-15,North,Kitchen,Air Fryer,6,92.8,537.82,Small Business,Offline
ORD-10368,2025-06-07,West,Electronics,USB-C Hub,5,67.69,325.22,Consumer,Offline
ORD-10369,2025-08-11,South,Fitness,Resistance Bands,6,22.17,129.77,Consumer,Online
ORD-10370,2025-09-15,North,Electronics,Noise Cancelling Headphones,6,117.66,682.77,Consumer,Offline
ORD-10371,2025-06-17,North,Beauty,Skin Care Set,3,60.68,177.07,Small Business,Online
ORD-10372,2025-09-01,West,Beauty,Hair Dryer,6,49.78,307.79,Corporate,Offline
ORD-10373,2025-09-08,North,Electronics,Noise Cancelling Headphones,4,110.2,428.51,Corporate,Offline
ORD-10374,2025-04-21,East,Kitchen,Coffee Maker,2,108.21,224.33,Small Business,Online
ORD-10375,2025-11-28,North,Beauty,Makeup Kit,4,33.96,136.19,Small Business,Online
ORD-10376,2025-09-01,West,Outdoor,Water Bottle,3,23.37,70.06,Small Business,Online
ORD-10377,2025-06-17,South,Kitchen,Blender,8,78.01,640.2,Corporate,Offline
ORD-10378,2025-09-15,South,Beauty,Makeup Kit,1,37.52,36.37,Consumer,Offline
ORD-10379,2025-10-03,South,Electronics,Wireless Mouse,4,21.65,88.05,Consumer,Offline
ORD-10380,2025-06-04,North,Electronics,USB-C Hub,3,62.62,181.83,Corporate,Online
ORD-10381,2025-12-26,South,Outdoor,Water Bottle,5,21.06,108.47,Consumer,Offline
ORD-10382,2025-12-13,North,Kitchen,Blender,1,62.46,60.67,Consumer,Online
ORD-10383,2025-10-05,South,Home Office,Ergonomic Chair,2,197.18,398.46,Consumer,Online
ORD-10384,2025-08-28,East,Electronics,Noise Cancelling Headphones,3,123.26,363.62,Corporate,Offline
ORD-10385,2025-01-01,West,Fitness,Adjustable Dumbbells,5,175.32,899.3,Consumer,Online
ORD-10386,2025-05-05,East,Electronics,Wireless Mouse,10,36.87,354.41,Corporate,Offline
ORD-10387,2025-02-08,North,Electronics,Wireless Mouse,1,31.9,32.03,Small Business,Offline
ORD-10388,2025-10-23,West,Electronics,Noise Cancelling Headphones,2,128.97,267.24,Small Business,Online
ORD-10389,2025-12-02,East,Home Office,Ergonomic Chair,2,278.59,553.6,Consumer,Offline
ORD-10390,2025-10-17,South,Outdoor,Water Bottle,5,21.67,111.43,Corporate,Online
ORD-10391,2025-05-31,North,Fitness,Yoga Mat,6,38.46,230.38,Small Business,Offline
ORD-10392,2025-03-07,West,Outdoor,Camping Tent,6,240.24,1456.03,Consumer,Offline
ORD-10393,2025-03-27,North,Home Office,Ergonomic Chair,6,327.72,2017.81,Consumer,Offline
ORD-10394,2025-12-10,North,Fitness,Resistance Bands,7,19.75,133.37,Corporate,Offline
ORD-10395,2025-10-19,West,Fitness,Resistance Bands,4,18.07,74.67,Small Business,Online
ORD-10396,2025-08-21,South,Beauty,Skin Care Set,1,59.38,57.73,Consumer,Online
ORD-10397,2025-05-09,South,Home Office,Ergonomic Chair,6,346.27,2049.36,Consumer,Online
ORD-10398,2025-10-24,West,Outdoor,Trail Backpack,2,65.72,129.91,Small Business,Online
ORD-10399,2025-10-18,South,Electronics,USB-C Hub,5,46.65,226.8,Consumer,Online
ORD-10400,2025-12-03,South,Beauty,Makeup Kit,6,39.32,232.1,Consumer,Online
ORD-10401,2025-07-30,East,Electronics,Noise Cancelling Headphones,4,150.65,602.05,Consumer,Online
ORD-10402,2025-07-12,North,Kitchen,Blender,3,77.11,224.17,Small Business,Offline
ORD-10403,2025-01-04,West,Fitness,Yoga Mat,6,34.24,199.32,Corporate,Offline
ORD-10404,2025-02-24,North,Kitchen,Blender,6,75.18,442.51,Consumer,Online
ORD-10405,2025-06-29,East,Electronics,Wireless Mouse,2,34.42,69.26,Consumer,Offline
ORD-10406,2025-07-13,East,Beauty,Makeup Kit,3,45.09,136.97,Consumer,Offline
ORD-10407,2025-01-30,North,Electronics,Wireless Mouse,7,29.79,202.74,Corporate,Online
ORD-10408,2025-09-07,East,Outdoor,Camping Tent,9,192.5,1695.63,Corporate,Online
ORD-10409,2025-07-14,West,Kitchen,Blender,6,73.15,429.57,Consumer,Offline
ORD-10410,2025-01-04,West,Fitness,Yoga Mat,5,37.76,181.32,Small Business,Online
ORD-10411,2025-02-23,East,Home Office,Ergonomic Chair,1,287.7,293.38,Consumer,Offline
ORD-10412,2025-10-23,West,Fitness,Resistance Bands,1,20.33,19.69,Consumer,Online
ORD-10413,2025-11-03,South,Fitness,Adjustable Dumbbells,4,163.43,648.61,Small Business,Offline
ORD-10414,2025-11-17,North,Beauty,Hair Dryer,3,54.33,168.61,Small Business,Online
ORD-10415,2025-10-27,East,Outdoor,Trail Backpack,7,65.15,467.6,Corporate,Online
ORD-10416,2025-10-03,South,Kitchen,Blender,3,53.8,156.82,Small Business,Online
ORD-10417,2025-10-11,East,Kitchen,Blender,3,59.32,181.86,Consumer,Offline
ORD-10418,2025-07-13,North,Beauty,Skin Care Set,5,54.81,278.79,Consumer,Online
ORD-10419,2025-01-18,West,Kitchen,Coffee Maker,2,99.06,194.12,Consumer,Online
ORD-10420,2025-01-27,East,Electronics,Noise Cancelling Headphones,6,156.83,955.98,Consumer,Online
ORD-10421,2025-01-25,South,Outdoor,Trail Backpack,2,88.36,183.71,Consumer,Offline
ORD-10422,2025-01-30,West,Kitchen,Coffee Maker,5,105.93,544.37,Consumer,Offline
ORD-10423,2025-08-13,North,Beauty,Makeup Kit,1,40.25,39.04,Consumer,Offline
ORD-10424,2025-10-12,North,Electronics,Wireless Mouse,3,24.06,70.49,Corporate,Offline
ORD-10425,2025-11-23,North,Kitchen,Blender,5,59.62,292.61,Consumer,Offline
ORD-10426,2025-12-23,South,Beauty,Makeup Kit,7,38.13,261.99,Corporate,Offline
ORD-10427,2025-07-18,North,Fitness,Resistance Bands,2,20.37,39.84,Consumer,Offline
ORD-10428,2025-09-06,North,Beauty,Makeup Kit,8,40.69,331.76,Corporate,Offline
ORD-10429,2025-04-15,South,Home Office,Ergonomic Chair,4,339.26,1326.81,Corporate,Offline
ORD-10430,2025-08-07,East,Electronics,Noise Cancelling Headphones,1,119.93,120.17,Small Business,Online
ORD-10431,2025-03-31,North,Home Office,Standing Desk,4,460.96,1879.89,Consumer,Offline
ORD-10432,2025-10-21,South,Fitness,Adjustable Dumbbells,2,166.97,344.84,Consumer,Online
ORD-10433,2025-07-07,North,Outdoor,Water Bottle,6,26.43,157.26,Consumer,Online
ORD-10434,2025-03-09,West,Beauty,Makeup Kit,4,51.8,206.9,Consumer,Offline
ORD-10435,2025-02-25,South,Fitness,Adjustable Dumbbells,2,185.96,359.52,Consumer,Online
ORD-10436,2025-03-19,West,Kitchen,Coffee Maker,3,99.55,288.57,Small Business,Online
ORD-10437,2025-05-08,East,Kitchen,Air Fryer,3,115.45,343.1,Corporate,Online
ORD-10438,2025-05-11,North,Outdoor,Trail Backpack,3,109.93,322.61,Small Business,Offline
ORD-10439,2025-11-08,South,Beauty,Skin Care Set,3,49.9,143.95,Corporate,Online
ORD-10440,2025-11-30,East,Fitness,Resistance Bands,3,18.71,56.0,Consumer,Online
ORD-10441,2025-05-11,South,Home Office,Desk Lamp,6,41.15,241.42,Small Business,Online
ORD-10442,2025-08-02,West,Outdoor,Trail Backpack,10,86.81,843.24,Corporate,Offline
ORD-10443,2025-01-27,North,Kitchen,Air Fryer,5,94.66,461.97,Consumer,Online
ORD-10444,2025-05-16,South,Outdoor,Camping Tent,6,211.23,1269.37,Consumer,Online
ORD-10445,2025-01-07,East,Electronics,Wireless Mouse,5,25.65,123.68,Small Business,Online
ORD-10446,2025-02-07,East,Fitness,Adjustable Dumbbells,3,197.94,592.6,Consumer,Online
ORD-10447,2025-01-23,West,Outdoor,Water Bottle,6,22.0,130.84,Corporate,Online
ORD-10448,2025-11-15,South,Electronics,USB-C Hub,3,39.25,115.44,Consumer,Online
ORD-10449,2025-11-06,East,Fitness,Adjustable Dumbbells,5,173.82,883.96,Consumer,Online
ORD-10450,2025-09-04,South,Beauty,Hair Dryer,7,50.45,365.43,Corporate,Online
ORD-10451,2025-10-30,West,Outdoor,Trail Backpack,2,68.74,133.31,Consumer,Online
ORD-10452,2025-01-06,North,Outdoor,Camping Tent,1,192.61,193.86,Small Business,Offline
ORD-10453,2025-01-10,West,Home Office,Desk Lamp,1,35.45,35.2,Consumer,Online
ORD-10454,2025-02-26,East,Outdoor,Camping Tent,1,259.85,260.54,Small Business,Offline
ORD-10455,2025-03-22,East,Kitchen,Air Fryer,10,113.69,1111.14,Corporate,Online
ORD-10456,2025-11-22,North,Electronics,Wireless Mouse,10,26.77,267.28,Corporate,Offline
ORD-10457,2025-12-14,West,Electronics,USB-C Hub,2,53.43,107.66,Small Business,Online
ORD-10458,2025-06-11,East,Beauty,Skin Care Set,1,71.01,69.92,Consumer,Online
ORD-10459,2025-05-03,East,Electronics,USB-C Hub,3,56.4,170.65,Small Business,Offline
ORD-10460,2025-08-24,North,Electronics,USB-C Hub,4,44.71,172.76,Consumer,Offline
ORD-10461,2025-03-18,West,Electronics,USB-C Hub,2,55.54,110.56,Consumer,Online
ORD-10462,2025-01-05,South,Outdoor,Camping Tent,3,216.68,646.63,Consumer,Offline
ORD-10463,2025-02-09,East,Beauty,Skin Care Set,4,76.84,312.13,Consumer,Online
ORD-10464,2025-11-05,North,Fitness,Resistance Bands,1,17.44,17.82,Small Business,Offline
ORD-10465,2025-02-25,South,Fitness,Adjustable Dumbbells,1,210.85,203.56,Small Business,Online
ORD-10466,2025-10-14,West,Kitchen,Blender,5,62.72,316.05,Corporate,Online
ORD-10467,2025-09-10,West,Home Office,Standing Desk,9,384.22,3323.74,Corporate,Offline
ORD-10468,2025-07-27,North,Outdoor,Trail Backpack,6,81.54,502.27,Corporate,Offline
ORD-10469,2025-02-11,West,Beauty,Skin Care Set,4,70.03,272.17,Consumer,Online
ORD-10470,2025-07-02,North,Home Office,Standing Desk,2,405.45,832.19,Small Business,Online
ORD-10471,2025-02-09,East,Home Office,Ergonomic Chair,2,331.26,644.7,Small Business,Online
ORD-10472,2025-11-10,North,Fitness,Resistance Bands,2,19.1,39.54,Consumer,Online
ORD-10473,2025-05-30,South,Fitness,Yoga Mat,4,38.93,159.96,Corporate,Offline
ORD-10474,2025-07-12,East,Fitness,Adjustable Dumbbells,6,201.75,1172.71,Consumer,Offline
ORD-10475,2025-09-18,East,Outdoor,Camping Tent,3,166.27,499.1,Consumer,Online
ORD-10476,2025-02-13,East,Beauty,Skin Care Set,6,67.39,394.79,Corporate,Offline
ORD-10477,2025-05-05,East,Kitchen,Air Fryer,1,141.42,141.12,Consumer,Offline
ORD-10478,2025-08-29,South,Outdoor,Camping Tent,1,207.35,205.33,Consumer,Online
ORD-10479,2025-10-28,West,Kitchen,Blender,4,66.58,264.47,Small Business,Offline
ORD-10480,2025-07-31,North,Home Office,Ergonomic Chair,6,303.96,1797.68,Corporate,Online
ORD-10481,2025-10-17,East,Electronics,Wireless Mouse,4,19.64,76.01,Consumer,Online
ORD-10482,2025-07-12,North,Beauty,Hair Dryer,5,63.89,311.93,Small Business,Online
ORD-10483,2025-04-01,South,Home Office,Desk Lamp,2,45.88,90.73,Corporate,Offline
ORD-10484,2025-01-31,East,Beauty,Skin Care Set,6,67.1,408.73,Consumer,Offline
ORD-10485,2025-11-16,North,Home Office,Standing Desk,8,320.23,2572.42,Corporate,Online
ORD-10486,2025-01-22,West,Beauty,Makeup Kit,1,48.36,48.66,Consumer,Online
ORD-10487,2025-06-25,South,Outdoor,Trail Backpack,2,84.68,169.41,Consumer,Offline
ORD-10488,2025-12-23,West,Beauty,Makeup Kit,1,40.48,39.19,Consumer,Offline
ORD-10489,2025-10-02,North,Outdoor,Trail Backpack,4,68.08,273.57,Corporate,Offline
ORD-10490,2025-04-09,West,Home Office,Standing Desk,3,542.66,1652.49,Corporate,Online
ORD-10491,2025-07-25,North,Fitness,Adjustable Dumbbells,3,190.53,551.56,Small Business,Online
ORD-10492,2025-02-23,South,Electronics,USB-C Hub,6,51.41,310.17,Consumer,Offline
ORD-10493,2025-08-10,North,Beauty,Hair Dryer,1,58.12,56.7,Consumer,Online
ORD-10494,2025-10-26,East,Fitness,Yoga Mat,3,25.14,73.35,Consumer,Offline
ORD-10495,2025-03-19,West,Outdoor,Camping Tent,1,278.72,279.26,Consumer,Offline
ORD-10496,2025-10-31,East,Electronics,USB-C Hub,3,41.0,123.92,Consumer,Offline
ORD-10497,2025-02-27,North,Kitchen,Blender,3,86.18,268.35,Consumer,Offline
ORD-10498,2025-01-29,South,Electronics,USB-C Hub,1,48.06,48.99,Small Business,Offline
ORD-10499,2025-12-01,East,Outdoor,Camping Tent,1,174.01,176.51,Consumer,Online
ORD-10500,2025-07-02,South,Electronics,Wireless Mouse,8,28.91,227.37,Corporate,Online
ORD-10501,2025-12-21,South,Kitchen,Blender,5,66.5,331.69,Consumer,Offline
ORD-10502,2025-01-17,South,Fitness,Resistance Bands,2,23.64,48.92,Consumer,Offline
ORD-10503,2025-04-19,West,Home Office,Standing Desk,2,475.82,951.66,Small Business,Online
ORD-10504,2025-01-17,West,Fitness,Adjustable Dumbbells,1,178.16,177.54,Consumer,Offline
ORD-10505,2025-03-03,North,Kitchen,Coffee Maker,4,123.23,480.78,Consumer,Offline
ORD-10506,2025-03-20,North,Fitness,Yoga Mat,3,41.18,120.8,Consumer,Offline
ORD-10507,2025-05-18,East,Electronics,USB-C Hub,4,64.18,258.64,Consumer,Online
ORD-10508,2025-04-15,North,Electronics,USB-C Hub,5,58.46,296.78,Consumer,Online
ORD-10509,2025-03-17,East,Home Office,Ergonomic Chair,5,335.53,1736.39,Consumer,Online
ORD-10510,2025-02-06,South,Electronics,USB-C Hub,10,60.68,589.69,Corporate,Offline
ORD-10511,2025-05-15,South,Electronics,Wireless Mouse,1,32.74,31.62,Small Business,Offline
ORD-10512,2025-01-01,East,Beauty,Makeup Kit,1,50.41,48.58,Consumer,Online
ORD-10513,2025-08-11,South,Kitchen,Blender,1,60.5,59.24,Consumer,Offline
ORD-10514,2025-08-02,East,Home Office,Ergonomic Chair,6,280.66,1731.92,Consumer,Offline
ORD-10515,2025-01-29,South,Kitchen,Coffee Maker,8,95.17,753.5,Corporate,Offline
ORD-10516,2025-10-04,North,Beauty,Makeup Kit,4,40.43,167.44,Corporate,Offline
ORD-10517,2025-12-04,East,Fitness,Adjustable Dumbbells,1,163.64,169.41,Small Business,Online
ORD-10518,2025-12-24,West,Beauty,Makeup Kit,4,46.23,188.73,Corporate,Online
ORD-10519,2025-07-10,North,Outdoor,Camping Tent,2,186.87,363.93,Corporate,Offline
ORD-10520,2025-08-24,East,Electronics,Wireless Mouse,2,26.39,54.47,Consumer,Offline
ORD-10521,2025-01-09,East,Kitchen,Air Fryer,5,94.07,481.9,Small Business,Online
ORD-10522,2025-08-04,East,Beauty,Skin Care Set,5,57.24,290.19,Corporate,Offline
ORD-10523,2025-11-13,North,Outdoor,Camping Tent,4,195.2,795.81,Consumer,Offline
ORD-10524,2025-08-03,East,Kitchen,Blender,9,70.2,611.46,Corporate,Online
ORD-10525,2025-02-01,North,Fitness,Yoga Mat,1,37.39,36.77,Consumer,Online
ORD-10526,2025-02-24,East,Beauty,Skin Care Set,3,62.24,179.28,Small Business,Online
ORD-10527,2025-04-18,West,Home Office,Standing Desk,5,560.26,2759.05,Consumer,Offline
ORD-10528,2025-07-05,North,Electronics,Noise Cancelling Headphones,6,124.47,735.7,Corporate,Online
ORD-10529,2025-09-02,North,Beauty,Skin Care Set,4,55.04,227.54,Consumer,Online
ORD-10530,2025-08-11,East,Outdoor,Water Bottle,4,22.72,89.22,Corporate,Online
ORD-10531,2025-10-04,East,Beauty,Makeup Kit,6,33.2,203.12,Corporate,Online
ORD-10532,2025-01-20,West,Beauty,Hair Dryer,9,57.65,515.97,Corporate,Online
ORD-10533,2025-09-12,West,Outdoor,Camping Tent,4,186.24,747.86,Consumer,Offline
ORD-10534,2025-05-10,South,Outdoor,Water Bottle,4,28.76,115.93,Consumer,Offline
ORD-10535,2025-12-08,North,Beauty,Makeup Kit,5,35.99,184.79,Corporate,Online
ORD-10536,2025-05-01,West,Beauty,Skin Care Set,5,79.37,394.39,Small Business,Online
ORD-10537,2025-02-23,West,Kitchen,Coffee Maker,7,112.81,785.33,Corporate,Online
ORD-10538,2025-01-09,South,Electronics,Noise Cancelling Headphones,5,124.57,616.76,Corporate,Online
ORD-10539,2025-05-16,West,Home Office,Ergonomic Chair,1,320.32,320.2,Consumer,Online
ORD-10540,2025-12-02,West,Electronics,Wireless Mouse,4,27.1,108.68,Corporate,Offline
ORD-10541,2025-12-30,South,Home Office,Ergonomic Chair,9,272.93,2551.91,Corporate,Online
ORD-10542,2025-05-11,South,Home Office,Ergonomic Chair,5,354.69,1753.29,Consumer,Offline
ORD-10543,2025-03-23,West,Fitness,Yoga Mat,5,33.87,173.61,Corporate,Online
ORD-10544,2025-05-05,West,Electronics,Wireless Mouse,4,34.02,139.65,Corporate,Online
ORD-10545,2025-08-06,North,Kitchen,Blender,5,65.46,327.96,Small Business,Offline
ORD-10546,2025-09-21,North,Electronics,Wireless Mouse,3,22.34,64.87,Consumer,Offline
ORD-10547,2025-04-25,West,Electronics,USB-C Hub,5,61.81,301.88,Corporate,Online
ORD-10548,2025-05-08,North,Beauty,Skin Care Set,4,71.37,274.07,Consumer,Online
ORD-10549,2025-08-29,East,Fitness,Adjustable Dumbbells,4,166.23,654.71,Small Business,Online
ORD-10550,2025-05-24,East,Kitchen,Blender,1,91.35,92.71,Consumer,Online
ORD-10551,2025-01-16,South,Electronics,USB-C Hub,5,58.87,301.83,Corporate,Offline
ORD-10552,2025-10-14,West,Fitness,Resistance Bands,5,18.44,90.17,Consumer,Online
ORD-10553,2025-09-21,East,Electronics,USB-C Hub,2,44.87,91.46,Corporate,Online
ORD-10554,2025-06-15,West,Home Office,Desk Lamp,4,46.91,188.78,Corporate,Online
ORD-10555,2025-01-30,East,Electronics,Wireless Mouse,5,26.33,128.01,Consumer,Offline
ORD-10556,2025-06-11,West,Fitness,Adjustable Dumbbells,5,195.06,937.99,Consumer,Offline
ORD-10557,2025-11-21,North,Electronics,Wireless Mouse,6,23.1,135.12,Consumer,Online
ORD-10558,2025-06-04,East,Fitness,Yoga Mat,6,37.21,214.76,Consumer,Offline
ORD-10559,2025-09-23,South,Beauty,Makeup Kit,7,38.77,273.54,Corporate,Online
ORD-10560,2025-11-22,North,Outdoor,Trail Backpack,6,69.77,406.09,Consumer,Offline
ORD-10561,2025-02-18,North,Fitness,Adjustable Dumbbells,6,191.93,1156.82,Corporate,Online
ORD-10562,2025-04-17,South,Home Office,Standing Desk,5,547.47,2775.41,Consumer,Online
ORD-10563,2025-09-17,South,Outdoor,Water Bottle,2,19.7,38.4,Consumer,Offline
ORD-10564,2025-07-27,South,Kitchen,Coffee Maker,2,100.77,199.94,Small Business,Online
ORD-10565,2025-09-27,West,Kitchen,Coffee Maker,5,92.79,456.2,Corporate,Online
ORD-10566,2025-01-14,North,Kitchen,Air Fryer,2,97.44,189.8,Corporate,Offline
ORD-10567,2025-02-11,North,Fitness,Resistance Bands,2,25.23,51.41,Corporate,Offline
ORD-10568,2025-01-10,South,Electronics,Noise Cancelling Headphones,1,150.14,153.99,Consumer,Online
ORD-10569,2025-07-17,North,Fitness,Yoga Mat,1,36.22,35.33,Consumer,Offline
ORD-10570,2025-12-23,South,Home Office,Standing Desk,6,370.34,2279.26,Small Business,Online
ORD-10571,2025-03-16,North,Electronics,USB-C Hub,1,57.75,58.4,Small Business,Online
ORD-10572,2025-01-18,South,Outdoor,Trail Backpack,4,87.43,355.0,Corporate,Online
ORD-10573,2025-07-13,South,Electronics,Noise Cancelling Headphones,4,150.14,590.88,Consumer,Offline
ORD-10574,2025-02-09,North,Electronics,USB-C Hub,5,63.62,324.68,Consumer,Offline
ORD-10575,2025-09-02,West,Fitness,Resistance Bands,6,20.89,125.7,Small Business,Online
ORD-10576,2025-08-25,North,Kitchen,Air Fryer,1,93.9,94.66,Consumer,Offline
ORD-10577,2025-06-21,West,Fitness,Resistance Bands,6,23.19,137.04,Corporate,Online
ORD-10578,2025-02-20,South,Outdoor,Trail Backpack,5,88.3,454.82,Consumer,Online
ORD-10579,2025-07-04,East,Outdoor,Water Bottle,1,26.3,26.23,Small Business,Online
